Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current dataset	Border_grain
1226	Aragonite	5.3248	2.6038	6	96.06	176.79	5.0222	3.7203	118.59	1.45	3.44	16.55	23.43	113.42	True	no
1227	Aragonite	2.56	1.8054	4	98.84	173.60	2.8894	2.5614	138.01	0.88	1.53	134.09	105.71	21.91	True	no
1228	Aragonite	2.7648	1.8762	3	178.33	174.19	2.8698	2.3396	69.929	1.14	2.52	109.18	82.20	50.74	True	no
1229	Aragonite	1.2288	1.2508	4	353.00	172.33	1.786	2.0389	86.942	0.72	1.34	158.70	123.79	81.51	True	no
1230	Aragonite	2.56	1.8054	2	379.56	172.72	2.0633	1.3061	108.97	0.78	1.42	110.16	130.79	102.89	True	no
1231	Aragonite	2.1504	1.6547	5	397.05	171.90	1.928	1.3576	156.54	0.60	0.79	148.41	90.51	175.34	True	no
1232	Aragonite	3.8912	2.2259	2	486.55	173.21	2.7644	1.5425	117.34	0.67	1.41	145.11	73.19	31.29	True	no
1233	Aragonite	2.2528	1.6936	2	1.55	172.45	1.4356	1.437	45	0.85	1.84	135.35	120.42	2.62	True	edge
1234	Aragonite	5.12	2.5532	5	43.14	175.58	3.4886	1.8669	84.027	0.77	2.26	110.83	34.73	148.00	True	no
1235	Aragonite	1.2288	1.2508	3	79.50	172.58	1.3482	1.1618	61.287	1.05	2.46	167.90	138.03	50.34	True	no
1236	Aragonite	3.072	1.9777	3	151.03	174.13	2.3942	1.4655	82.923	0.61	1.25	115.59	154.43	108.84	True	no
1237	Aragonite	6.9632	2.9776	7	222.65	175.25	4.05	1.8501	177.38	1.72	2.91	78.12	88.74	94.22	True	no
1238	Aragonite	1.1264	1.1976	3	223.27	171.82	1.5607	1.6984	2.4636	0.61	1.00	141.34	85.38	91.30	True	no
1239	Aragonite	2.2528	1.6936	3	234.27	173.50	2.4649	2.1183	135.37	0.59	1.28	153.62	31.01	162.85	True	no
1240	Aragonite	1.2288	1.2508	5	312.50	172.33	1.4312	1.3093	52.762	0.42	1.05	114.14	95.54	130.19	True	no
1241	Aragonite	1.3312	1.3019	3	316.62	172.38	1.4105	1.1737	45	0.12	0.38	7.30	90.23	19.35	True	no
1242	Aragonite	2.8672	1.9107	3	325.32	175.14	2.4806	1.6856	119.76	1.22	3.15	16.85	78.93	59.99	True	no
1243	Aragonite	2.3552	1.7317	4	332.61	174.48	2.3715	1.8754	27.894	1.09	1.44	104.47	61.37	80.15	True	no
1244	Aragonite	3.072	1.9777	5	457.43	173.17	2.5775	1.6985	7.3442	0.87	1.70	142.32	118.58	167.50	True	no
1245	Aragonite	2.2528	1.6936	3	6.77	175.14	2.2639	1.7868	24.98	1.00	1.82	24.71	52.77	172.81	True	no
1246	Aragonite	1.9456	1.5739	3	16.63	174.84	2.2747	2.0888	61.605	0.53	1.27	143.28	113.22	12.27	True	no
1247	Aragonite	1.024	1.1418	4	29.50	173.00	1.4591	1.633	153.43	0.31	1.16	105.41	131.70	146.52	True	no
1248	Aragonite	5.12	2.5532	7	82.50	178.24	3.5212	1.902	112.46	1.16	2.83	84.33	46.50	47.24	True	no
1249	Aragonite	7.5776	3.1061	5	255.05	176.20	3.6092	1.3502	158.97	0.89	1.83	171.54	22.32	146.30	True	no
1250	Aragonite	8.704	3.329	5	299.52	177.61	5.3212	2.555	157.33	0.73	1.47	108.82	25.27	43.32	True	no
1251	Aragonite	1.024	1.1418	2	306.80	173.30	1.4244	1.5562	140.88	0.36	0.55	90.09	128.31	167.06	True	no
1252	Aragonite	1.8432	1.5319	4	348.67	174.17	1.7037	1.2368	30.595	0.45	0.89	107.85	66.15	120.14	True	no
1253	Aragonite	1.8432	1.5319	3	359.44	173.67	1.9103	1.5549	22.692	0.53	0.86	13.64	104.97	28.10	True	no
1254	Aragonite	2.048	1.6148	4	414.75	174.35	1.6977	1.1053	1.9862	0.77	1.43	115.38	86.43	79.43	True	no
1255	Aragonite	2.3552	1.7317	4	421.74	174.43	2.0079	1.3445	44.221	0.57	1.35	113.87	88.98	74.97	True	no
1256	Aragonite	4.1984	2.312	4	428.24	176.41	3.4857	2.273	136.04	0.46	1.10	50.46	147.12	91.67	True	no
1257	Aragonite	1.4336	1.351	4	161.29	175.93	2.7099	4.0231	75.848	1.13	2.50	97.34	11.09	127.52	True	no
1258	Aragonite	4.1984	2.312	6	270.68	175.24	3.0248	1.7116	6.2323	0.66	2.08	35.76	26.32	155.22	True	no
1259	Aragonite	4.3008	2.3401	4	287.62	175.24	3.6246	2.3992	11.393	1.02	1.75	2.05	85.39	20.32	True	no
1260	Aragonite	1.7408	1.4888	4	316.76	175.12	1.6178	1.1809	168.19	0.49	0.60	54.37	129.09	103.73	True	no
1261	Aragonite	4.1984	2.312	5	370.34	176.85	3.0745	1.7684	64.056	1.19	2.87	3.22	104.17	55.50	True	no
1262	Aragonite	4.3008	2.3401	4	387.67	177.83	3.2244	1.8986	63.662	1.04	3.37	111.06	132.35	104.11	True	no
1263	Aragonite	4.096	2.2837	5	401.30	176.82	2.9881	1.712	126.66	0.34	0.71	145.62	33.11	174.93	True	no
1264	Aragonite	1.3312	1.3019	5	417.85	175.62	2.5363	3.7954	57	0.41	0.72	176.69	102.82	82.71	True	no
1265	Aragonite	11.264	3.7871	5	454.87	179.55	3.8994	1.0602	22.138	2.02	4.21	159.51	56.65	166.48	True	no
1266	Aragonite	2.6624	1.8412	5	464.96	175.35	2.5449	1.9106	164.63	0.68	1.12	154.39	42.55	165.15	True	no
1267	Aragonite	2.4576	1.7689	1	19.42	177.04	2.3693	1.7939	124.17	0.69	1.13	33.00	10.20	104.89	True	no
1268	Aragonite	1.6384	1.4443	5	27.63	176.38	2.2743	2.4795	110.84	0.89	1.26	65.35	72.62	84.73	True	no
1269	Aragonite	4.1984	2.312	4	38.98	180.46	3.5405	2.3449	85.312	0.92	2.19	178.61	98.67	75.56	True	no
1270	Aragonite	3.9936	2.255	6	69.72	178.23	2.7304	1.4661	130.93	1.01	1.94	20.14	62.25	177.47	True	no
1271	Aragonite	1.1264	1.1976	4	116.73	176.09	1.5472	1.6691	127.75	0.26	0.91	110.58	48.23	34.34	True	no
1272	Aragonite	5.2224	2.5786	5	125.73	177.47	3.3753	1.7133	18.043	1.04	1.89	133.07	141.59	124.23	True	no
1273	Aragonite	2.6624	1.8412	6	135.50	176.65	2.4545	1.7772	26.603	0.99	2.98	175.48	103.13	153.25	True	no
1274	Aragonite	9.6256	3.5008	7	143.04	181.78	5.6934	2.6449	53.904	1.58	3.66	112.82	14.90	116.80	True	no
1275	Aragonite	1.8432	1.5319	4	158.94	176.89	2.4471	2.5517	81.15	0.66	1.81	37.36	133.09	169.96	True	no
1276	Aragonite	1.7408	1.4888	4	321.94	177.82	2.1534	2.0921	88.453	0.68	1.27	170.74	69.58	87.32	True	no
1277	Aragonite	1.9456	1.5739	4	343.89	175.95	1.9438	1.5253	139.94	0.43	0.98	113.50	103.18	98.52	True	no
1278	Aragonite	1.3312	1.3019	5	395.69	175.77	1.7915	1.8937	149.68	0.23	0.50	136.26	150.50	174.67	True	no
1279	Aragonite	3.072	1.9777	5	31.77	179.20	3.8876	3.864	115.28	0.94	2.24	177.45	31.09	127.97	True	no
1280	Aragonite	1.536	1.3985	3	50.53	176.87	2.1828	2.4363	32.85	0.42	1.93	133.20	119.76	64.94	True	no
1281	Aragonite	1.3312	1.3019	4	112.46	176.46	2.1036	2.6108	154.63	0.76	1.31	107.76	48.90	33.70	True	no
1282	Aragonite	1.3312	1.3019	4	139.08	177.54	1.5282	1.3778	40.657	0.92	1.84	115.87	152.24	111.46	True	no
1283	Aragonite	8.0896	3.2094	5	167.95	181.19	4.1335	1.6589	57.746	1.03	2.53	47.08	82.02	175.16	True	no
1284	Aragonite	1.2288	1.2508	3	314.50	177.17	1.7754	2.0147	123.69	0.49	0.49	62.42	96.84	45.71	True	no
1285	Aragonite	3.584	2.1362	6	350.66	178.31	2.2091	1.0694	77.348	1.10	2.19	69.62	69.21	74.80	True	no
1286	Aragonite	1.3312	1.3019	2	375.23	176.69	1.4421	1.2269	132.74	0.47	0.82	67.00	149.23	169.26	True	no
1287	Aragonite	1.8432	1.5319	4	383.17	176.17	2.3373	2.3278	15.381	0.95	2.24	33.52	116.16	54.81	True	no
1288	Aragonite	1.2288	1.2508	3	391.00	178.25	2.5904	4.289	74.597	0.59	1.02	171.70	98.24	132.70	True	no
1289	Aragonite	3.3792	2.0743	3	487.64	178.09	3.0618	2.1788	163.43	0.86	1.52	171.44	119.69	32.39	True	no
1290	Aragonite	26.624	5.8223	8	6.53	182.41	4.316	1.099	7.5724	1.79	4.08	147.02	117.06	174.96	True	edge
1291	Aragonite	2.4576	1.7689	3	87.67	178.33	2.328	1.7321	135	0.74	2.07	137.61	109.21	19.56	True	no
1292	Aragonite	2.3552	1.7317	4	104.13	179.09	2.4459	1.995	77.937	0.92	1.70	111.81	45.50	26.74	True	no
1293	Aragonite	6.7584	2.9334	6	153.09	181.73	3.3285	1.2875	70.171	1.39	3.79	98.60	10.23	128.86	True	no
1294	Aragonite	1.024	1.1418	3	211.90	178.00	1.9127	2.8059	109.24	0.90	1.47	63.81	88.60	99.27	True	no
1295	Aragonite	1.024	1.1418	2	222.00	177.80	1.2842	1.2649	90	0.50	1.11	99.26	114.68	163.76	True	no
1296	Aragonite	2.1504	1.6547	4	264.76	178.81	1.9076	1.329	58.886	0.62	1.27	13.93	86.62	165.90	True	no
1297	Aragonite	1.8432	1.5319	4	310.39	178.56	1.9428	1.6084	61.522	0.24	0.24	8.16	126.01	119.78	True	no
1298	Aragonite	1.2288	1.2508	3	319.08	177.83	1.606	1.6485	80.583	0.65	0.99	130.36	131.49	9.74	True	no
1299	Aragonite	1.4336	1.351	3	340.14	177.93	1.9227	2.0252	107.53	0.64	1.12	59.06	105.29	84.61	True	no
1300	Aragonite	3.1744	2.0104	5	360.10	178.35	2.5318	1.586	127.36	1.35	2.22	147.45	66.42	170.08	True	no
1301	Aragonite	3.1744	2.0104	7	412.06	179.90	3.1607	2.4717	81.627	0.82	1.66	113.05	87.24	76.82	True	no
1302	Aragonite	2.4576	1.7689	2	445.08	178.42	2.1446	1.4698	53.836	0.39	0.88	136.35	126.28	82.08	True	no
1303	Aragonite	5.5296	2.6534	4	477.02	179.22	3.5991	1.8399	143.49	0.84	1.81	7.31	76.32	107.94	True	no
1304	Aragonite	1.6384	1.4443	3	34.63	179.56	2.1868	2.2924	108.78	0.57	1.28	106.83	132.00	147.62	True	no
1305	Aragonite	1.024	1.1418	2	79.10	179.70	1.7593	2.3738	104.75	0.53	0.83	165.79	139.18	53.15	True	no
1306	Aragonite	1.2288	1.2508	3	101.08	178.83	1.606	1.6485	80.583	0.47	1.18	139.15	105.84	27.40	True	no
1307	Aragonite	10.035	3.5745	10	160.62	186.15	4.6794	1.7138	76.904	1.83	4.96	59.68	18.96	165.86	True	no
1308	Aragonite	2.56	1.8054	5	188.80	181.56	3.2088	3.1588	100.56	0.62	0.94	148.72	55.98	91.88	True	no
1309	Aragonite	1.8432	1.5319	4	208.56	179.00	1.9505	1.6211	145.94	1.14	2.46	115.94	84.38	95.36	True	no
1310	Aragonite	2.048	1.6148	3	331.70	178.60	1.9168	1.4089	38.338	0.83	1.25	48.24	80.27	157.58	True	no
1311	Aragonite	3.584	2.1362	5	335.43	181.71	3.3732	2.4935	69.244	0.90	1.31	85.09	84.44	26.53	True	no
1312	Aragonite	1.1264	1.1976	5	392.64	179.45	1.8593	2.4104	80.355	0.72	1.19	74.36	107.11	24.63	True	no
1313	Aragonite	1.2288	1.2508	4	395.25	178.50	1.4007	1.2539	106.14	0.45	0.91	131.87	160.64	172.16	True	no
1314	Aragonite	1.2288	1.2508	4	405.92	180.08	1.9315	2.3844	100.68	0.64	1.13	143.37	97.14	178.89	True	no
1315	Aragonite	6.2464	2.8201	6	423.23	180.08	3.7787	1.7954	158.16	0.90	1.83	125.47	95.98	72.93	True	no
1316	Aragonite	6.7584	2.9334	4	442.70	183.62	4.7569	2.6296	121.76	1.25	2.85	93.33	42.78	26.38	True	no
1317	Aragonite	2.1504	1.6547	4	50.05	181.52	2.4217	2.142	86.114	0.81	1.43	29.33	57.43	69.64	True	no
1318	Aragonite	3.072	1.9777	3	54.57	180.50	2.4154	1.4916	178.73	1.57	2.37	23.15	63.20	177.61	True	no
1319	Aragonite	1.024	1.1418	3	64.50	178.80	1.3362	1.3693	180	0.77	0.97	16.31	60.70	0.38	True	no
1320	Aragonite	1.9456	1.5739	6	116.63	180.16	2.1947	1.9444	136.13	0.80	1.53	141.39	105.96	26.12	True	no
1321	Aragonite	21.197	5.1951	16	222.58	185.07	7.428	2.0444	179.23	1.55	2.86	179.40	45.02	17.53	True	no
1322	Aragonite	2.4576	1.7689	3	230.08	180.50	1.8496	1.0933	90	0.78	1.37	16.33	72.69	168.52	True	no
1323	Aragonite	1.024	1.1418	4	269.10	178.80	1.6958	2.2057	20.175	0.80	1.00	30.19	26.46	158.52	True	no
1324	Aragonite	5.7344	2.7021	5	284.75	183.16	3.432	1.6132	73.969	1.06	2.02	115.63	89.55	23.66	True	no
1325	Aragonite	1.4336	1.351	3	293.21	179.79	1.663	1.5151	158.56	0.71	1.11	28.37	23.40	158.08	True	no
1326	Aragonite	6.0416	2.7735	6	343.00	182.31	2.9485	1.1301	3.498	1.01	1.86	175.34	88.39	105.75	True	no
1327	Aragonite	2.8672	1.9107	5	355.61	181.75	3.0215	2.5008	93.444	0.92	2.08	83.11	92.70	74.27	True	no
1328	Aragonite	4.9152	2.5016	6	365.92	181.98	2.8256	1.2758	119.56	0.85	2.37	60.78	86.51	60.80	True	no
1329	Aragonite	1.536	1.3985	3	382.87	179.93	1.803	1.6623	130.39	0.54	1.12	96.47	96.79	139.49	True	no
1330	Aragonite	1.1264	1.1976	3	408.45	179.55	1.5952	1.7743	77.778	0.57	0.87	73.44	142.01	13.10	True	no
1331	Aragonite	3.9936	2.255	4	468.03	179.74	3.0361	1.8129	177.08	0.63	1.42	119.91	155.14	154.87	True	no
1332	Aragonite	1.024	1.1418	4	15.50	179.80	1.3362	1.3693	180	0.58	1.26	37.99	11.36	99.81	True	no
1333	Aragonite	2.2528	1.6936	3	28.18	183.05	2.5051	2.1878	105.42	1.23	3.03	49.30	61.22	88.13	True	no
1334	Aragonite	18.534	4.8579	9	178.37	190.03	6.302	1.6829	56.076	1.47	3.41	172.48	129.15	151.94	True	no
1335	Aragonite	8.192	3.2296	4	195.06	186.52	4.3928	1.8501	121.6	2.04	3.40	177.20	46.21	20.12	True	no
1336	Aragonite	2.6624	1.8412	4	258.77	182.08	2.3774	1.6673	86.475	0.92	1.48	6.92	82.36	116.56	True	no
1337	Aragonite	1.4336	1.351	3	280.36	181.00	1.7428	1.6641	118.94	0.73	1.30	16.11	62.59	64.27	True	no
1338	Aragonite	2.7648	1.8762	5	313.30	181.67	2.2043	1.3803	10.647	0.59	0.93	52.47	128.79	102.93	True	no
1339	Aragonite	1.3312	1.3019	3	359.15	181.00	1.693	1.6912	90	0.36	0.83	77.66	90.14	100.87	True	no
1340	Aragonite	2.7648	1.8762	5	373.11	181.89	2.0644	1.2107	106.17	1.09	2.23	120.57	112.82	72.01	True	no
1341	Aragonite	3.3792	2.0743	5	415.76	183.36	2.482	1.4318	78.809	0.76	1.73	175.77	101.19	82.55	True	no
1342	Aragonite	1.024	1.1418	0	495.90	180.30	1.1975	1.0998	30.128	0.11	0.54	51.79	97.24	93.07	True	no
1343	Aragonite	1.6384	1.4443	3	30.75	183.06	2.4662	2.9157	107.76	1.49	2.26	63.76	76.30	87.65	True	no
1344	Aragonite	2.4576	1.7689	5	66.42	181.96	2.3841	1.8164	173.36	0.81	1.50	18.98	127.05	176.56	True	no
1345	Aragonite	1.3312	1.3019	4	74.92	181.54	1.3776	1.1197	171.87	0.74	1.14	106.27	143.93	54.09	True	no
1346	Aragonite	1.024	1.1418	3	114.00	181.90	1.4868	1.6954	110.5	1.19	1.77	20.16	24.53	110.03	True	no
1347	Aragonite	5.4272	2.6287	5	126.08	184.72	3.5686	1.8429	70.874	1.24	2.62	72.04	48.25	7.06	True	no
1348	Aragonite	1.6384	1.4443	3	131.13	181.94	1.8523	1.6448	125.23	1.03	1.88	84.04	112.09	4.87	True	no
1349	Aragonite	2.6624	1.8412	4	137.23	182.15	2.2087	1.4391	22.763	0.65	1.23	125.34	156.49	119.23	True	no
1350	Aragonite	3.4816	2.1054	4	266.44	183.06	2.6827	1.6235	28.312	1.04	2.69	41.03	26.59	147.77	True	no
1351	Aragonite	1.9456	1.5739	3	289.63	182.47	2.1154	1.8064	70.234	0.67	1.23	77.01	33.25	45.22	True	no
1352	Aragonite	1.2288	1.2508	3	318.42	182.08	1.8551	2.1997	47.742	0.94	1.32	130.52	131.31	11.19	True	no
1353	Aragonite	3.584	2.1362	4	323.26	184.74	3.1822	2.2191	101.37	0.46	1.57	63.82	122.21	175.81	True	no
1354	Aragonite	2.3552	1.7317	3	397.35	182.91	2.3055	1.7726	79.118	0.77	1.67	163.02	12.47	121.15	True	no
1355	Aragonite	3.9936	2.255	5	475.03	183.64	3.2585	2.0881	158.56	1.09	2.16	9.12	23.40	175.45	True	no
1356	Aragonite	8.4992	3.2896	6	487.34	184.23	4.1605	1.5996	11.126	0.75	1.55	50.99	22.56	130.46	True	no
1357	Aragonite	1.7408	1.4888	5	14.53	183.24	1.8712	1.5798	131.3	0.88	1.57	135.64	115.65	6.78	True	no
1358	Aragonite	1.3312	1.3019	1	25.00	183.00	1.7579	1.8232	104.87	0.65	1.67	169.07	110.74	60.54	True	no
1359	Aragonite	2.4576	1.7689	4	46.21	184.13	2.2942	1.682	91.44	1.46	3.12	85.58	94.44	53.29	True	no
1360	Aragonite	1.4336	1.351	3	87.64	182.79	1.6153	1.4295	47.688	0.61	1.18	20.08	23.06	112.17	True	no
1361	Aragonite	3.584	2.1362	4	96.54	185.17	3.6622	2.939	129.69	0.74	1.49	175.76	149.10	46.23	True	no
1362	Aragonite	1.7408	1.4888	3	108.06	183.00	2.2778	2.3407	131.86	0.77	2.03	170.69	151.94	42.87	True	no
1363	Aragonite	1.6384	1.4443	3	206.56	182.88	1.8984	1.7276	44.774	0.81	0.93	157.99	170.15	9.95	True	no
1364	Aragonite	3.072	1.9777	2	275.60	184.20	2.4798	1.5722	28.273	1.25	2.21	39.44	25.99	147.81	True	no
1365	Aragonite	1.024	1.1418	2	349.60	182.30	1.3847	1.4706	144.88	0.28	0.60	123.85	87.28	75.91	True	no
1366	Aragonite	1.4336	1.351	4	379.36	183.43	1.4112	1.091	67.045	0.59	1.53	59.78	47.81	57.06	True	no
1367	Aragonite	11.674	3.8553	12	395.79	195.84	7.1132	3.4042	96.688	1.05	2.41	96.35	122.18	166.07	True	no
1368	Aragonite	17.715	4.7493	8	403.97	190.29	5.8279	1.5058	87.807	1.22	3.82	134.53	136.24	70.84	True	no
1369	Aragonite	3.3792	2.0743	7	70.30	187.30	3.88	3.499	81.109	1.23	2.44	176.41	157.79	113.38	True	no
1370	Aragonite	1.9456	1.5739	4	117.05	184.63	1.8389	1.365	163.49	1.07	2.60	20.82	24.59	109.27	True	no
1371	Aragonite	1.3312	1.3019	4	121.62	183.46	1.6702	1.6457	17.064	1.21	2.19	142.74	104.26	26.26	True	no
1372	Aragonite	13.517	4.1485	8	243.45	189.55	6.0213	2.1067	173.96	1.08	2.27	169.35	35.71	22.67	True	no
1373	Aragonite	1.1264	1.1976	3	262.27	184.55	1.8809	2.4668	122.55	0.45	0.94	21.78	45.55	102.02	True	no
1374	Aragonite	16.179	4.5387	11	291.18	192.94	5.811	1.6392	89.838	0.97	2.88	113.40	97.23	96.88	True	no
1375	Aragonite	10.445	3.6467	6	304.10	185.32	5.3169	2.1258	166.11	0.93	2.70	102.02	72.45	78.88	True	no
1376	Aragonite	2.6624	1.8412	4	328.19	183.88	2.4272	1.7379	5.7285	0.67	1.12	132.48	122.98	17.95	True	no
1377	Aragonite	1.024	1.1418	4	382.50	183.50	1.3287	1.354	71.565	0.07	0.36	152.12	143.68	145.34	True	no
1378	Aragonite	4.4032	2.3678	8	468.26	186.95	2.97	1.5734	104.01	0.89	1.75	35.51	171.46	62.28	True	no
1379	Aragonite	2.56	1.8054	3	21.44	185.72	3.0056	2.7715	145.19	1.21	1.84	33.65	10.16	105.17	True	no
1380	Aragonite	1.1264	1.1976	3	41.36	185.00	1.5816	1.7442	59.305	0.29	0.91	118.30	73.75	12.25	True	no
1381	Aragonite	4.608	2.4222	4	65.02	186.80	3.5041	2.0929	139.32	0.99	1.97	74.60	123.88	24.55	True	no
1382	Aragonite	1.1264	1.1976	5	74.73	184.18	1.7638	2.1692	13.984	0.00	0.00	119.18	99.30	12.64	True	no
1383	Aragonite	1.2288	1.2508	3	82.58	183.92	1.6218	1.6811	6.6424	0.19	1.06	129.54	97.73	17.01	True	no
1384	Aragonite	1.6384	1.4443	4	103.31	184.69	2.0555	2.0254	138.44	1.07	2.08	15.72	22.86	113.37	True	no
1385	Aragonite	4.608	2.4222	6	145.58	187.18	3.4724	2.0551	45.169	0.87	1.77	69.00	19.67	155.95	True	no
1386	Aragonite	2.56	1.8054	3	216.60	185.76	2.9256	2.6258	165.96	0.77	1.58	15.16	72.96	167.79	True	no
1387	Aragonite	1.4336	1.351	2	221.93	184.07	2.1531	2.5398	4.6205	0.72	1.45	14.99	79.04	167.62	True	no
1388	Aragonite	1.3312	1.3019	2	247.00	184.00	1.7579	1.8232	165.13	0.74	1.32	176.15	45.44	19.64	True	no
1389	Aragonite	1.024	1.1418	4	359.10	185.30	1.7785	2.426	100.54	0.33	0.48	83.09	89.43	72.66	True	no
1390	Aragonite	1.4336	1.351	4	390.43	185.36	1.5915	1.3877	112.37	0.52	0.91	118.45	90.57	23.74	True	no
1391	Aragonite	1.2288	1.2508	4	393.08	184.92	1.7997	2.0702	107.99	0.53	0.88	87.11	39.26	39.21	True	no
1392	Aragonite	1.4336	1.351	2	430.93	184.57	2.0545	2.3124	35.889	0.59	0.96	145.54	144.70	83.64	True	no
1393	Aragonite	1.4336	1.351	2	497.00	184.86	1.6565	1.5033	18.937	0.25	0.29	115.52	91.10	96.81	True	no
1394	Aragonite	1.2288	1.2508	2	90.67	185.25	1.8896	2.2821	14.251	1.15	1.66	170.36	151.97	41.01	True	no
1395	Aragonite	7.3728	3.0639	7	110.13	190.21	4.3945	2.0572	125.69	1.46	3.68	107.72	47.70	28.99	True	no
1396	Aragonite	2.8672	1.9107	6	362.21	187.71	2.6114	1.868	83.975	0.89	2.22	133.81	103.40	78.19	True	no
1397	Aragonite	1.024	1.1418	2	419.00	185.80	1.2842	1.2649	90	0.19	0.61	9.60	76.94	61.62	True	no
1398	Aragonite	1.8432	1.5319	3	422.67	185.67	2.0161	1.7321	45	0.62	1.14	49.19	96.70	4.50	True	no
1399	Aragonite	1.536	1.3985	2	462.33	185.73	1.5319	1.1999	5.8841	0.03	0.25	160.11	57.71	166.23	True	no
1400	Aragonite	1.2288	1.2508	1	12.17	187.33	1.6518	1.744	112.06	0.67	1.13	113.21	178.02	137.66	True	no
1401	Aragonite	7.68	3.1271	7	23.59	192.20	5.0009	2.5575	139.76	0.96	2.52	143.40	117.10	6.94	True	no
1402	Aragonite	6.656	2.9111	7	60.57	189.18	4.4433	2.3296	148.49	0.97	2.96	20.05	62.00	178.40	True	no
1403	Aragonite	4.5056	2.3951	4	79.86	189.75	3.379	1.9903	108.54	1.14	2.32	119.64	95.43	11.12	True	no
1404	Aragonite	1.1264	1.1976	3	101.00	187.82	2.5517	4.54	128.82	0.41	0.60	115.68	57.83	20.80	True	no
1405	Aragonite	8.6016	3.3094	7	259.75	190.15	3.6191	1.1959	148.76	1.30	2.64	44.02	24.85	142.27	True	no
1406	Aragonite	1.1264	1.1976	3	313.18	186.36	1.6117	1.8113	52.125	0.48	0.84	61.07	87.59	136.71	True	no
1407	Aragonite	2.048	1.6148	4	368.35	187.50	1.8374	1.2947	52.334	0.86	1.47	87.39	64.27	75.17	True	no
1408	Aragonite	2.7648	1.8762	6	374.48	187.44	3.1537	2.8253	28.527	0.59	1.54	25.57	130.15	145.50	True	no
1409	Aragonite	2.2528	1.6936	5	384.86	187.41	1.9485	1.3237	101.1	0.66	1.24	153.10	143.04	147.46	True	no
1410	Aragonite	1.024	1.1418	3	387.90	186.80	1.6685	2.1352	107.69	0.72	0.72	164.57	151.12	50.58	True	no
1411	Aragonite	1.6384	1.4443	4	425.19	187.19	2.1552	2.2266	45	0.61	0.93	63.01	106.98	60.18	True	no
1412	Aragonite	4.9152	2.5016	3	438.13	191.25	3.9188	2.4539	112.56	0.68	2.18	102.60	39.98	12.32	True	no
1413	Aragonite	2.4576	1.7689	2	440.67	187.42	2.2198	1.5747	138.67	1.61	2.88	84.01	83.00	78.60	True	no
1414	Aragonite	8.4992	3.2896	6	456.84	189.96	3.7998	1.3343	152.57	1.18	2.30	173.83	98.21	37.76	True	no
1415	Aragonite	7.9872	3.189	6	497.27	191.33	3.8663	1.4699	62.003	1.65	3.11	51.36	97.10	90.50	True	no
1416	Aragonite	3.072	1.9777	5	17.77	191.57	3.7802	3.6534	104.25	0.95	2.79	52.85	6.24	85.53	True	no
1417	Aragonite	1.7408	1.4888	3	49.47	187.94	1.6531	1.233	22.03	1.00	2.07	144.09	121.81	73.01	True	no
1418	Aragonite	1.2288	1.2508	3	128.42	188.42	2.0188	2.6049	67.401	0.84	1.28	89.77	165.08	11.58	True	no
1419	Aragonite	5.12	2.5532	4	167.92	190.26	3.8387	2.2605	41.03	1.20	3.02	44.24	16.94	175.81	True	no
1420	Aragonite	1.024	1.1418	3	190.20	187.50	1.3362	1.3693	90	0.30	0.73	156.66	166.06	97.11	True	no
1421	Aragonite	2.8672	1.9107	3	210.43	187.64	2.6371	1.905	179.19	0.60	1.09	176.98	48.35	19.04	True	no
1422	Aragonite	2.048	1.6148	3	320.80	189.10	2.5452	2.4842	99.72	0.69	1.23	127.99	133.35	10.10	True	no
1423	Aragonite	1.2288	1.2508	2	340.25	187.58	1.4947	1.4279	164.23	0.49	0.96	105.33	145.09	25.09	True	no
1424	Aragonite	1.024	1.1418	6	380.50	186.80	1.3362	1.3693	180	0.29	0.49	2.37	95.47	19.59	True	no
1425	Aragonite	3.584	2.1362	4	413.69	189.66	2.7567	1.6654	91.645	2.17	3.69	65.86	107.00	64.73	True	no
1426	Aragonite	5.5296	2.6534	6	479.04	189.39	4.3527	2.691	163.62	0.83	1.93	5.88	140.22	176.45	True	no
1427	Aragonite	3.1744	2.0104	6	490.58	188.52	3.5385	3.0979	23.812	0.77	1.24	168.72	50.87	23.15	True	no
1428	Aragonite	1.8432	1.5319	2	502.83	188.33	1.741	1.2916	94.213	0.61	1.32	73.06	17.21	113.90	True	no
1429	Aragonite	19.968	5.0422	12	14.05	204.48	10.713	4.5142	125.89	1.59	4.00	143.50	51.59	177.84	True	no
1430	Aragonite	5.5296	2.6534	4	38.20	191.96	4.1686	2.4682	124.06	1.16	2.62	117.25	74.37	9.27	True	no
1431	Aragonite	3.7888	2.1964	4	73.38	190.73	2.7605	1.5796	73.589	1.17	2.15	63.77	91.25	30.11	True	no
1432	Aragonite	1.2288	1.2508	4	89.50	188.33	1.4312	1.3093	127.24	0.76	0.76	112.46	45.44	27.50	True	no
1433	Aragonite	1.2288	1.2508	2	132.83	188.50	1.7754	2.0147	146.31	0.37	1.06	120.07	172.43	37.12	True	no
1434	Aragonite	2.2528	1.6936	4	150.95	188.36	2.3917	1.9943	7.3928	1.23	1.97	45.03	81.17	172.52	True	no
